ZH001142	0.997	0.25	0.784	0.747	0.339	5.805	0	SH	2014-11-05	799	2016-10-13	
ZH001147	0.406	0.02	0.184	0.386	0.131	0.333	0	SH	2014-11-05	38	2016-10-13	
ZH001149	1.336	0.475	1.164	0.861	0.414	4.244	16	SH	2014-11-05	1038	2016-10-13	
ZH001151	0.654	0.182	0.782	0.472	0.438	1.462	11	SH	2014-11-05	152	2016-10-13	
ZH001154	0.505	0.09	0.877	0.415	0.45	2.837	0	SH	2014-11-05	16	2016-10-13	
ZH001155	1.759	0.729	1.025	1.03	0.574	2.329	1	SH	2014-11-05	25	2016-10-13	
ZH001160	0.53	0.16	1.934	0.37	0.634	0.744	1	SH	2014-11-05	56921	2016-10-13	
ZH001164	1.437	0.224	0.278	1.213	0.134	2.283	22	SH	2014-11-05	482	2016-10-13	
ZH001167	1.144	0.297	0.759	0.847	0.378	5.961	1	SH	2014-11-05	331	2016-10-13	
ZH001168	0.903	0.249	0.959	0.654	0.373	5.752	0	SH	2014-11-05	56	2016-10-13	
ZH001169	0.845	0.248	0.804	0.597	0.424	2.12	3	SH	2014-11-05	77	2016-10-13	
ZH001171	0.663	0.182	1.029	0.481	0.458	2.317	0	SH	2014-11-05	686	2016-10-13	
ZH001172	1.806	1.068	1.726	0.738	0.444	0.579	1	SH	2014-11-05	5140	2016-10-13	
ZH001177	0.971	0.337	1.076	0.634	0.489	1.835	0	SH	2014-11-05	484	2016-10-13	
ZH001178	0.638	0.132	0.755	0.506	0.388	3.349	0	SH	2014-11-05	34	2016-10-13	
ZH001180	0.26	0.016	0.648	0.244	0.474	0.896	0	SH	2014-11-05	112	2016-10-13	
ZH001184	1.043	0.296	0.778	0.747	0.317	3.795	0	SH	2014-11-05	111	2016-10-13	
ZH001189	2.592	1.051	0.958	1.541	0.479	2.955	3	SH	2014-11-05	1512	2016-10-13	
ZH001194	0.69	0.231	0.725	0.459	0.643	0.92	1	SH	2014-11-05	73	2016-10-13	
ZH001199	0.642	0.14	0.919	0.502	0.416	4.685	0	SH	2014-11-05	61	2016-10-13	
ZH001200	1.078	0.277	0.842	0.801	0.314	8.159	13	SH	2014-11-05	109	2016-10-13	
ZH001202	0.981	0.35	1.025	0.631	0.602	1.632	9	SH	2014-11-05	48	2016-10-13	
ZH001205	0.419	0.086	1.161	0.333	0.576	1.177	0	SH	2014-11-05	177	2016-10-13	
ZH001206	1.064	0.26	0.844	0.804	0.319	11.8	2	SH	2014-11-05	21499	2016-10-13	
ZH001207	0.266	0.027	1.062	0.239	0.585	0.922	0	SH	2014-11-05	9010	2016-10-13	
ZH001209	0.246	0.005	0.207	0.241	0.187	0.258	22	SH	2014-11-05	733	2016-10-13	
ZH001210	0.675	0.16	0.846	0.515	0.434	2.756	5	SH	2014-11-05	32	2016-10-13	
ZH001216	0.534	0.145	0.509	0.389	0.55	0.774	0	SH	2014-11-05	413	2016-10-13	
ZH001226	0.634	0.126	0.892	0.508	0.373	8.571	1	SH	2014-11-05	25158	2016-10-13	
ZH001232	1.649	0.531	0.781	1.118	0.287	4.799	15	SH	2014-11-05	31	2016-10-13	
ZH001235	1.044	0.218	0.477	0.826	0.289	3.318	0	SH	2014-11-05	61	2016-10-13	
ZH001239	1.15	0.333	0.847	0.817	0.34	4.956	3	SH	2014-11-05	124	2016-10-13	
ZH001240	0.42	0.079	0.646	0.341	0.349	1.451	0	SH	2014-11-05	179	2016-10-13	
ZH001245	1.693	0.777	1.219	0.916	0.537	1.481	1	SH	2014-11-06	811	2016-10-13	
ZH001248	0.994	0.242	0.404	0.752	0.292	1.977	0	SH	2014-11-06	4260	2016-10-13	
ZH001257	0.697	0.171	0.88	0.526	0.407	3.268	0	SH	2014-11-06	16	2016-10-13	
ZH001259	1.051	0.33	1.112	0.721	0.379	4.636	0	SH	2014-11-06	10076	2016-10-13	
ZH001268	0.602	0.173	1.452	0.429	0.521	1.322	0	SH	2014-11-06	757	2016-10-13	
ZH001276	1.758	0.475	0.528	1.283	0.16	4.902	0	SH	2014-11-06	225	2016-10-13	
ZH001277	0.776	0.22	0.938	0.556	0.337	2.288	44	SH	2014-11-06	362	2016-10-13	
ZH001278	0.839	0.183	0.637	0.656	0.43	3.914	0	SH	2014-11-06	5763	2016-10-13	
ZH001279	0.862	0.206	0.878	0.656	0.367	6.94	1	SH	2014-11-06	29	2016-10-13	
ZH001281	0.539	0.176	1.367	0.363	0.624	0.584	0	SH	2014-11-06	780	2016-10-13	
ZH001287	0.251	0.005	1.048	0.246	0.512	1.58	2	SH	2014-11-06	462	2016-10-13	
ZH001290	2.375	0.194	0.119	2.181	0.052	1.473	11	SH	2014-11-06	66	2016-10-13	
ZH001295	1.121	0.303	0.944	0.818	0.368	10.039	0	SH	2014-11-06	52	2016-10-13	
ZH001301	0.826	0.266	1.195	0.56	0.593	1.803	11	SH	2014-11-06	297	2016-10-13	
ZH001304	0.979	0.266	0.747	0.713	0.301	3.823	3	SH	2014-11-06	15	2016-10-13	
ZH001314	1.537	0.801	0.67	0.736	0.43	0.735	2	SH	2014-11-06	179	2016-10-13	
ZH001316	0.308	0.062	0.824	0.246	0.644	0.472	2	SH	2014-11-06	40	2016-10-13	
ZH001317	0.615	0.13	0.898	0.485	0.504	3.863	41	SH	2014-11-06	12	2016-10-13	
ZH001323	0.449	0.134	0.325	0.315	0.533	0.514	1	SH	2014-11-06	27	2016-10-13	
ZH001327	0.382	0.091	1.11	0.291	0.532	0.717	0	SH	2014-11-06	489	2016-10-13	
ZH001328	0.525	0.088	1.007	0.437	0.411	13.092	0	SH	2014-11-06	37241	2016-10-13	
ZH001333	0.362	0.067	0.736	0.295	0.525	0.8	0	SH	2014-11-06	14	2016-10-13	
ZH001339	2.621	1.697	1.732	0.924	0.655	0.546	27	SH	2014-11-06	2285	2016-10-13	
ZH001350	1.271	0.368	0.437	0.903	0.276	2.165	4	SH	2014-11-06	162	2016-10-13	
ZH001351	1.354	0.291	0.202	1.063	0.257	1.654	0	SH	2014-11-06	337	2016-10-13	
ZH001358	0.97	0.466	1.771	0.504	0.559	0.566	1	SH	2014-11-06	647	2016-10-13	
ZH001362	1.726	0.871	1.29	0.855	0.428	0.946	11	SH	2014-11-06	35	2016-10-13	
ZH001366	0.306	0.034	0.868	0.272	0.497	1.083	10	SH	2014-11-06	66	2016-10-13	
ZH001393	0.735	0.198	1.095	0.537	0.482	3.316	0	SH	2014-11-06	422	2016-10-13	
